대분류명,소분류명,서비스상태,서비스명,결제방법,장소명,서비스대상,longitude,latitude
체육시설,배드민턴장,접수중,반포종합운동장 배드민턴 / 2번 코트 / 23년 5월 / 평일(주간) / 07시~18시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 2번 코트 / 23년 5월 / 주말, 공휴일(주간) / 07시~18시 ",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 2번 코트/ 23년 5월 / 주말, 공휴일(야간) / 19시~22시",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,반포종합운동장 배드민턴 / 3번 코트 / 23년 5월 / 평일(주간) / 07시~18시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,반포종합운동장 배드민턴 / 3번 코트 / 23년 5월 / 평일(야간) / 19시~22시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 3번 코트 / 23년 5월 / 주말, 공휴일(주간) / 07시~18시 ",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 3번 코트/ 23년 5월 / 주말, 공휴일(야간) / 19시~22시",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,반포종합운동장 배드민턴 / 4번 코트 / 23년 5월 / 평일(주간) / 07시~18시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 4번 코트 / 23년 5월 / 주말, 공휴일(주간) / 07시~18시 ",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 4번 코트/ 23년 5월 / 주말, 공휴일(야간) / 19시~22시",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,반포종합운동장 배드민턴 / 5번 코트 / 23년 5월 / 평일(주간) / 07시~18시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,반포종합운동장 배드민턴 / 5번 코트 / 23년 5월 / 평일(야간) / 19시~22시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,"반포종합운동장 배드민턴 / 5번 코트 / 23년 5월 / 주말, 공휴일(주간) / 07시~18시 ",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 5번 코트/ 23년 5월 / 주말, 공휴일(야간) / 19시~22시",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,반포종합운동장 배드민턴 / 1번 코트 / 23년 6월 / 평일(주간) / 07시~18시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,반포종합운동장 배드민턴 / 1번 코트 / 23년 6월 / 평일(야간) / 19시~20시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,"반포종합운동장 배드민턴 / 1번 코트 / 23년 6월 / 주말, 공휴일(주간) / 07시~18시 ",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,"반포종합운동장 배드민턴 / 1번 코트/ 23년 6월 / 주말, 공휴일(야간) / 19시~22시",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,반포종합운동장 배드민턴 / 2번 코트 / 23년 6월 / 평일(주간) / 07시~18시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,"반포종합운동장 배드민턴 / 2번 코트 / 23년 6월 / 주말, 공휴일(주간) / 07시~18시 ",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 2번 코트/ 23년 6월 / 주말, 공휴일(야간) / 19시~22시",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,반포종합운동장 배드민턴 / 3번 코트 / 23년 6월 / 평일(주간) / 07시~18시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,반포종합운동장 배드민턴 / 3번 코트 / 23년 6월 / 평일(야간) / 19시~22시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 3번 코트 / 23년 6월 / 주말, 공휴일(주간) / 07시~18시 ",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 3번 코트/ 23년 6월 / 주말, 공휴일(야간) / 19시~22시",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,반포종합운동장 배드민턴 / 4번 코트 / 23년 6월 / 평일(주간) / 07시~18시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 4번 코트 / 23년 6월 / 주말, 공휴일(주간) / 07시~18시 ",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,"반포종합운동장 배드민턴 / 4번 코트/ 23년 6월 / 주말, 공휴일(야간) / 19시~22시",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,접수중,반포종합운동장 배드민턴 / 5번 코트 / 23년 6월 / 평일(주간) / 07시~18시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,반포종합운동장 배드민턴 / 5번 코트 / 23년 6월 / 평일(야간) / 19시~22시,유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 5번 코트 / 23년 6월 / 주말, 공휴일(주간) / 07시~18시 ",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,배드민턴장,예약마감,"반포종합운동장 배드민턴 / 5번 코트/ 23년 6월 / 주말, 공휴일(야간) / 19시~22시",유료,반포종합운동장>배드민턴장, 제한없음,126.9942640531,37.5005393518
체육시설,축구장,예약마감,축구 / 방배 / (23년 5월 1일~ 31일) / 주말(토.일) 18:00~22:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,축구장,예약마감,축구 / 방배 / 평일야간대관 (23년 5월1일~31일) / 월~금  (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,축구장,접수중,축구 / 방배 / (23년 5월 1일~31일) / 평일(월~금) 07:00~18:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,풋살장,예약마감,풋살 / 방배 / 23년 5월 1~31일 / 주말.평일야간 18:00~22:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,풋살장,접수중,풋살 / 방배 / 23년 5월 1~31일 / 평일 07:00~18:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,풋살장,예약마감,풋살 / 방배 / 23년 5월 1~31일 / 주말 07:00~10:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,축구장,예약마감,방배 축구 / 23년 5월 1일~31일 / 일요일 (10:30~12:30),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,축구장,예약마감,축구 / 방배 / (23년 6월 1일~ 30일) / 주말(토.일) 18:00~22:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,축구장,예약마감,축구 / 방배 / 평일야간대관 (23년 6월1일~30일) / 월~금  (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,축구장,접수중,축구 / 방배 / (23년 6월 1일~30일) / 평일(월~금) 08:00~18:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,축구장,예약마감,방배 축구 / 23년 6월 1일~30일 / 일요일 (10:30~12:30),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,풋살장,예약마감,풋살 / 방배 / 23년 6월 1~30일 / 주말.평일야간 18:00~22:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,풋살장,접수중,풋살 / 방배 / 23년 6월 1~30일 / 평일 07:00~18:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,풋살장,접수중,풋살 / 방배 / 23년 6월 1~30일 / 주말 07:00~10:00 (선착순),유료,방배배수지체육공원, 제한없음,126.9924890287,37.4730044433
체육시설,축구장,접수중,반포종합운동장 축구장 / 23년 5월 / 평일(무료) 06시~08시,무료,반포종합운동장, 제한없음,126.9942640531,37.5005393518
체육시설,축구장,접수중,반포종합운동장 축구장 / 23년 5월 / 평일(유료) 08시~18시,유료,반포종합운동장, 제한없음,126.9942640531,37.5005393518
체육시설,축구장,접수중,"반포종합운동장 축구장 / 23년 5월 / 주말, 공휴일(유료) ",유료,반포종합운동장, 제한없음,126.9942640531,37.5005393518
체육시설,족구장,접수중,반포종합운동장 족구장/ 23년 5월,무료,반포종합운동장, 제한없음,126.9942640531,37.5005393518
체육시설,족구장,접수중,반포종합운동장 족구장/ 23년 6월,무료,반포종합운동장, 제한없음,126.9942640531,37.5005393518
체육시설,축구장,접수중,반포종합운동장 축구장 / 23년 6월 / 평일(무료) 06시~08시,무료,반포종합운동장, 제한없음,126.9942640531,37.5005393518
체육시설,축구장,접수중,반포종합운동장 축구장 / 23년 6월 / 평일(유료) 08시~18시,유료,반포종합운동장, 제한없음,126.9942640531,37.5005393518
체육시설,축구장,예약마감,"반포종합운동장 축구장 / 23년 6월 / 주말, 공휴일(유료) ",유료,반포종합운동장, 제한없음,126.9942640531,37.5005393518
체육시설,족구장,접수중,우면 족구장 / 23년5월 / 1번코트,무료,우면체육시설, 제한없음,127.0214645735518,37.46104631450814
체육시설,족구장,접수중,우면 족구장 / 23년 5월 / 2번코트,무료,우면체육시설, 제한없음,127.0214645735518,37.46104631450814
체육시설,다목적경기장,접수중,우면 다목적구장 / 23년 5월 1일 ~ 31일,무료,우면체육시설, 제한없음,127.0214645735518,37.46104631450814
체육시설,족구장,접수중,우면 족구장 / 23년6월 / 1번코트,무료,우면체육시설, 제한없음,127.0214645735518,37.46104631450814
체육시설,족구장,접수중,우면 족구장 / 23년 6월 / 2번코트,무료,우면체육시설, 제한없음,127.0214645735518,37.46104631450814
체육시설,다목적경기장,접수중,우면 다목적구장 / 23년 6월 1일 ~ 30일,무료,우면체육시설, 제한없음,127.0214645735518,37.46104631450814
체육시설,축구장,예약마감,"양재 축구 / 23년 5월 1일~31일 / 주말 (토요일(13:00~15:00), 일요일 (13:30~15:30))",유료,양재근린공원 축구장, 제한없음,127.04173706084738,37.47191609856271
체육시설,축구장,예약마감,"양재 축구 / 23년 6월 1일~30일 / 주말 (토요일(13:00~15:00), 일요일 (13:30~15:30))",유료,양재근린공원 축구장, 제한없음,127.04173706084738,37.47191609856271
체육시설,테니스장,접수종료,인재개발원 테니스장(인조잔디 A면) 대관,유료,인재개발원 테니스장, 제한없음,127.02343534049716,37.481194337398286
체육시설,테니스장,접수종료,인재개발원 테니스장(인조잔디 B면) 대관,유료,인재개발원 테니스장, 제한없음,127.02343534049716,37.481194337398286
체육시설,농구장,접수중,2023년 농구장3(안내센터 앞)-반포한강공원,유료,반포 농구장(안내센터 앞), 제한없음,126.9926867505191,37.50812415357573
체육시설,농구장,접수중,2023년 농구장3(안내센터 앞)-반포한강공원,유료,반포 농구장(안내센터 앞), 제한없음,126.9926867505191,37.50812415357573
체육시설,다목적경기장,접수중,다목적구장 - 응봉공원(2023년),무료,응봉공원, 제한없음,127.02182026085195,37.5569473910838
체육시설,테니스장,예약마감,테니스장1 (평일) - 2023년 응봉공원,유료,응봉공원, 제한없음,127.02182026085195,37.5569473910838
체육시설,테니스장,예약마감,테니스장2 (평일) - 2023년 응봉공원,유료,응봉공원, 제한없음,127.02182026085195,37.5569473910838
체육시설,테니스장,예약마감,테니스장1 (토/일/공휴일) - 2023년 응봉공원,유료,응봉공원, 제한없음,127.02182026085195,37.5569473910838
체육시설,테니스장,예약마감,테니스장2 (토/일/공휴일) - 2023년 응봉공원,유료,응봉공원, 제한없음,127.02182026085195,37.5569473910838
체육시설,족구장,접수중,2023년 중랑물재생센터 족구장A,무료,중랑물재생센터>족구장, 제한없음,127.0595,37.56057
체육시설,족구장,접수중,2023년 중랑물재생센터 족구장B,무료,중랑물재생센터>족구장, 제한없음,127.0595,37.56057
체육시설,테니스장,접수중,2023년 중랑물재생센터 테니스장A,무료,중랑물재생센터>테니스장, 제한없음,127.0595,37.56057
체육시설,테니스장,접수중,2023년 중랑물재생센터 테니스장 B,무료,중랑물재생센터>테니스장, 제한없음,127.0595,37.56057
체육시설,배드민턴장,접수중,2023년 중랑물재생센터 배드민턴장 3번코트,무료,중랑물재생센터>배드민턴장, 제한없음,127.0595,37.56057
체육시설,배드민턴장,접수중,2023년 중랑물재생센터 배드민턴장 2번코트,무료,중랑물재생센터>배드민턴장, 제한없음,127.0595,37.56057
체육시설,배드민턴장,접수중,2023년 중랑물재생센터 배드민턴장 1번코트,무료,중랑물재생센터>배드민턴장, 제한없음,127.0595,37.56057
체육시설,축구장,접수중,2023년 중랑물재생센터 축구장 (추첨제),무료,중랑물재생센터>축구장, 제한없음,127.0595,37.56057
체육시설,풋살장,접수중,2023년 중랑물재생센터 풋살장(추첨제),무료,중랑물재생센터>축구장, 제한없음,127.0595,37.56057
체육시설,교육시설,접수중,응봉산 인공암벽 등반시설,무료,응봉산 인공암벽 등반시설, 제한없음,127.031017551446,37.5486595751896
체육시설,다목적경기장,접수중,"다목적구장-토,일,공휴일(서울숲 2023. 1.1 ~ 12.31)",무료,서울숲>서울숲 다목적구장, 제한없음,127.04079005774229,37.54629584274676
체육시설,다목적경기장,안내중,"다목적구장-토,일,공휴일 미예약분(서울숲, 이용기간 2023. 1. 1~12. 31)",무료,서울숲>서울숲 다목적구장, 제한없음,127.04079005774229,37.54629584274676
체육시설,다목적경기장,접수중,"다목적구장-평일(서울숲, 이용기간 2023. 1. 1~12. 31)",무료,서울숲>서울숲 다목적구장, 제한없음,127.04079005774229,37.54629584274676
체육시설,테니스장,예약마감,"테니스장 1 코트 (평일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,테니스장,예약마감,"테니스장 2 코트 (평일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,테니스장,예약마감,"테니스장 3 코트 (평일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,테니스장,예약마감,"테니스장 4 코트 (평일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,테니스장,예약마감,"테니스장 5 코트 (평일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,테니스장,예약마감,"테니스장 1 코트 (토/일/공휴일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,테니스장,예약마감,"테니스장 2 코트 (토/일/공휴일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,테니스장,예약마감,"테니스장 3 코트 (토/일/공휴일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,테니스장,예약마감,"테니스장 4 코트 (토/일/공휴일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,테니스장,예약마감,"테니스장 5 코트 (토/일/공휴일, 이용기간 2023. 1. 1~12. 31) - 서울숲",유료,서울숲>서울숲 테니스장, 제한없음,127.04026740730848,37.54640567522555
체육시설,농구장,접수중,2023년 농구장1(금호나들목)-이촌한강공원,유료,이촌농구장(금호나들목), 제한없음,127.02235876587358,37.54237765734392
체육시설,테니스장,접수종료,월곡테니스장 1번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,월곡테니스장 2번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,월곡테니스장 1번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,월곡테니스장 2번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,월곡테니스장 3번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 1번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 3번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 1번 코트(공휴일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 3번 코트(평일)_야간,유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 4번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 3번 코트(공휴일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 1번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 2번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 3번 코트(공휴일)_오전,유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,1월_월곡테니스장 4번 코트(공휴일)_오전,유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,2월_월곡테니스장 3번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,2월_월곡테니스장 3번 코트(야간),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,2월_월곡테니스장 1번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,2월_월곡테니스장 2번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,2월_월곡테니스장 4번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,2월_월곡테니스장 1번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,2월_월곡테니스장 2번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,3월_월곡테니스장 1번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,3월_월곡테니스장 2번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,3월_월곡테니스장 3번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,3월_월곡테니스장 4번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,3월_월곡테니스장 1번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,3월_월곡테니스장 2번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,3월_월곡테니스장 3번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,3월_월곡테니스장 1번 코트(공휴일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,4월_월곡테니스장 1번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,4월_월곡테니스장 2번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,4월_월곡테니스장 3번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,4월_월곡테니스장 4번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,4월_월곡테니스장 1번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,4월_월곡테니스장 2번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수종료,4월_월곡테니스장 3번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,5월_월곡테니스장 1번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,5월_월곡테니스장 2번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수중,5월_월곡테니스장 3번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,5월_월곡테니스장 1번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,5월_월곡테니스장 2번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,5월_월곡테니스장 3번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,5월_월곡테니스장 1번 코트(공휴일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,5월_월곡테니스장 3번 코트(공휴일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수중,6월_월곡테니스장 1번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수중,6월_월곡테니스장 2번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수중,6월_월곡테니스장 3번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수중,6월_월곡테니스장 4번 코트(평일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,6월_월곡테니스장 1번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,6월_월곡테니스장 2번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,6월_월곡테니스장 3번 코트(주말),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,예약마감,6월_월곡테니스장 3번 코트(공휴일),유료,월곡테니스장, 제한없음,127.04168782920031,37.60906655269909
체육시설,테니스장,접수중,6월 정릉테니스장 코트 대관,유료,정릉테니스장, 제한없음,126.9946337198826,37.60983616301847
체육시설,축구장,접수중,"(토,일,평일야간,공휴일)6월 송파구여성축구장",유료,송파구여성축구장, 제한없음,127.11826556036216,37.52429562083592
체육시설,축구장,접수중,(평일주간)6월 송파구여성축구장,유료,송파구여성축구장, 제한없음,127.11826556036216,37.52429562083592
체육시설,테니스장,예약마감,"6월 잠실유수지 소프트테니스장 평일야간, 주말",유료,잠실유수지체육시설, 제한없음,127.07777465026246,37.50334536705415
체육시설,테니스장,접수중,6월 잠실유수지 소프트테니스장 평일,유료,잠실유수지체육시설, 제한없음,127.07777465026246,37.50334536705415
체육시설,야구장,접수중,6월 잠실유수지 리틀야구장 휴일,유료,잠실유수지체육시설, 제한없음,127.07777465026246,37.50334536705415
체육시설,야구장,접수중,6월 잠실유수지 리틀야구장 평일,유료,잠실유수지체육시설, 제한없음,127.07777465026246,37.50334536705415
체육시설,족구장,접수중,6월 탄천족구장(평일주간),유료,탄천유수지, 제한없음,127.10054123654068,37.49666562874596
